id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1020167935565826657,https://www.airbnb.com/rooms/1020167935565826657,20251027142502,2025-10-27,city scrape,The Suites at 3NG - Gentlemen's Quarters,"Located in the heart of Rochester East Avenue neighborhood, this stylish home offers luxurious amenities and can accommodate up to ten guests comfortably.","The East Avenue neighborhood in the City of Rochester is an ideal mix of history, grandeur, culture, and convenience. For over 100 years the mansions along the tree lined-streets, including the George Eastman House, have stood as landmarks for the City's successes and glory days. So much is within walking distance; one block to the south is the Park Avenue neighborhood with its lively bars, restaurants, and boutique shops. One block to the north is the Neighborhood of the Arts with its theaters, coffee shops, fine dining, and the Memorial Art Gallery. The East End bar and nightlife district is directly on East Avenue.",https://a0.muscache.com/pictures/miso/Hosting-1020167935565826657/original/c2359abd-25d1-4240-8046-814024c2ab79.jpeg,44941923,https://www.airbnb.com/users/show/44941923,Nicole,2015-09-23,"Rochester, NY","I am a local real estate professional native to Rochester, NY. Together with my husband, we breathe new life into distressed properties within our community. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c6b25798-cd99-47b9-86c9-faa52aca84ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c6b25798-cd99-47b9-86c9-faa52aca84ea.jpg?aki_policy=profile_x_medium,North Winton Village,6,6,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.15373,-77.58796,Entire rental unit,Entire home/apt,10,2.0,2 baths,3,5,"[""Coffee"", ""Indoor fireplace: electric"", ""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Cleaning available during stay"", ""Ceiling fan"", ""Conditioner"", ""Shampoo"", ""Wine glasses"", ""Board games"", ""Dining table"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Bed linens"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Central heating"", ""Air conditioning"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Free parking on premises"", ""Dedicated workspace"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: walk-in closet and closet"", ""Hair dryer"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""Long term stays allowed"", ""Self check-in"", ""Gas stove"", ""Cooking basics"", ""Free street parking"", ""Keypad"", ""Body soap"", ""Coffee maker"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""TV"", ""Free washer \u2013 In unit"", ""EV charger"", ""Freezer""]",$419.00,2,365,2,2,365,365,2.0,365.0,,t,28,52,80,337,2025-10-27,31,14,1,56,17,84,35196,2023-11-24,2025-09-27,5.0,4.9,5.0,5.0,5.0,5.0,4.84,,f,3,3,0,0,1.32
1020296319693890470,https://www.airbnb.com/rooms/1020296319693890470,20251027142502,2025-10-27,city scrape,N1 Pvt Rm2 w/Pvt Bth in Strong/Highland Hospital,"***Medical Professionals/Travel Nurses/Graduate Students***<br />Fully renovated colonial home with Rooms for Rent in highly sought after Strong Area. <br /><br />Distance to Hospitals:<br />Highland Hospital -5min drive, 38min walk <br />Strong M Hospital- 4min drive, 15min walk<br />Rochester General Hospital- 17min drive<br />Unity Hospital- 13min drive<br />University of Rochester- 5min drive","Strong neighborhood. Located minutes from Strong, University of Rochester, college town,  plenty of restaurants and stores.",https://a0.muscache.com/pictures/miso/Hosting-1020296319693890470/original/739978e7-1257-40c6-a607-596bc29d1886.jpeg,430157760,https://www.airbnb.com/users/show/430157760,Dale,2021-11-02,,"",within an hour,78%,78%,t,https://a0.muscache.com/im/pictures/user/User/original/6cf4cf10-8db0-48cf-9a8f-3e644443502d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/6cf4cf10-8db0-48cf-9a8f-3e644443502d.jpeg?aki_policy=profile_x_medium,Strong,9,12,"['email', 'phone']",t,t,Neighborhood highlights,S,,43.11517,-77.6187,Private room in home,Private room,1,1.0,1 private bath,1,1,"[""Coffee"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: closet"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Wine glasses"", ""Dining table"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Fire pit"", ""Bed linens"", ""Outdoor dining area"", ""Bathtub"", ""Central heating"", ""Air conditioning"", ""Baking sheet"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Trash compactor"", ""Free parking on premises"", ""Dedicated workspace"", ""Hangers"", ""Outdoor furniture"", ""Room-darkening shades"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Toaster"", ""Iron"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Lock on bedroom door"", ""Free washer \u2013 In building"", ""Oven"", ""TV"", ""Electric stove"", ""Cooking basics""]",$115.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,242,2025-10-27,2,0,0,0,2,0,0,2024-03-08,2024-09-07,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,9,0,9,0,0.10
1023381666826783402,https://www.airbnb.com/rooms/1023381666826783402,20251027142502,2025-10-27,city scrape,Cozy Park Ave Townhouse,"We are ready for your stay! You will be close to everything when you stay at this beautiful, centrally-located home. It is a short walk to a wide variety of destinations including cafes, shops, bars, restaurants, museums parks and much more. This Airbnb is located in a quiet residential neighborhood with tree lined streets and friendly neighbors, just 2 blocks from Park Ave.","The Park Ave neighborhood is trendy and hip with great restaurants, boutiques and businesses. It is a vibrant, eclectic and historic neighborhood  known for its charming tree-lined streets, beautiful homes and cultural amenities",https://a0.muscache.com/pictures/61af544a-54af-40a2-b647-f158bd9b81ee.jpg,79724271,https://www.airbnb.com/users/show/79724271,Rebecca,2016-06-24,"Rochester, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/98a475df-81e3-428e-9b22-06c6c4794bd8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98a475df-81e3-428e-9b22-06c6c4794bd8.jpg?aki_policy=profile_x_medium,Park Avenue,1,1,['phone'],t,f,Neighborhood highlights,E,,43.14946,-77.58172,Entire townhouse,Entire home/apt,5,1.0,1 bath,3,3,"[""Coffee"", ""Luggage dropoff allowed"", ""42 inch HDTV with Roku"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Standalone high chair"", ""Freezer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Conditioner"", ""Shampoo"", ""Wine glasses"", ""Board games"", ""Dining table"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Bed linens"", ""Stainless steel oven"", ""Central heating"", ""Baking sheet"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Cleaning products"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hangers"", ""Room-darkening shades"", ""First aid kit"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Long term stays allowed"", ""Self check-in"", ""Free street parking"", ""Keypad"", ""Body soap"", ""Safe"", ""Washer"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Cooking basics"", ""Pack \u2019n play/Travel crib""]",$110.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,14,35,61,151,2025-10-27,97,55,3,38,48,255,28050,2023-11-27,2025-10-19,4.96,5.0,4.98,5.0,4.99,4.92,4.93,,f,1,1,0,0,4.15
1023856370036917010,https://www.airbnb.com/rooms/1023856370036917010,20251027142502,2025-10-27,city scrape,Cozy Apartment in Downtown Area,"This roomy apartment is in a desirable downtown location with much to offer. This unit provides excellent access to popular events, shopping, and well-known restaurants. Enjoy having hardwood floors, an ample living room, and kitchen with brand new appliances. Includes 1 off street parking spot and basement access for your laundry needs.",,https://a0.muscache.com/pictures/miso/Hosting-1023856370036917010/original/a58c80ff-4640-4aa1-bdcf-c69ed51dce5c.jpeg,108929872,https://www.airbnb.com/users/show/108929872,Natalie,2016-12-28,"Rochester, NY","",within an hour,100%,67%,f,https://a0.muscache.com/im/pictures/user/d228fa1b-89af-41b4-8e40-6b5d7d1ac2b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d228fa1b-89af-41b4-8e40-6b5d7d1ac2b6.jpg?aki_policy=profile_x_medium,Park Avenue,2,2,"['email', 'phone']",t,t,,E,,43.15045,-77.5939,Entire rental unit,Entire home/apt,3,1.0,1 bath,2,2,"[""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Window AC unit"", ""Exterior security cameras on property"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""65 inch HDTV with Roku"", ""Bathtub"", ""Central heating"", ""Baking sheet"", ""Essentials"", ""Cleaning products"", ""Free parking on premises \u2013 1 space"", ""Dedicated workspace"", ""Hangers"", ""Room-darkening shades"", ""Coffee maker: Keurig coffee machine"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Keypad"", ""Portable fans"", ""Toaster"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Stove"", ""Free washer \u2013 In building"", ""Oven"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Freezer""]",$83.00,28,365,28,28,365,365,28.0,365.0,,t,0,0,0,84,2025-10-27,2,2,0,0,1,112,9296,2024-12-02,2025-08-09,5.0,5.0,5.0,4.5,4.5,4.5,5.0,,f,2,2,0,0,0.18
1024691780349840958,https://www.airbnb.com/rooms/1024691780349840958,20251027142502,2025-10-27,city scrape,Roc City Center Home,"Make yourself at home in this comfortable and well-equipped space, perfect for families or professionals. Our home features three spacious bedrooms with plenty of closet space, 3 Queen-size beds, and two full bathrooms. Enjoy modern conveniences like central heat, high-speed WiFi, a Smart TV, a washer & dryer, and onsite parking.  For guests with mobility needs, we offer a wheelchair-accessible ramp and a walk-in shower designed to accommodate a wheelchair.",,https://a0.muscache.com/pictures/hosting/Hosting-1024691780349840958/original/b397ba87-5b85-4c32-8f2d-99a7e12a8045.jpeg,496729394,https://www.airbnb.com/users/show/496729394,Boris,2023-01-18,,"",within a day,100%,29%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Eastside,2,2,['phone'],f,t,,E,,43.15983,-77.59338,Entire home,Entire home/apt,6,2.0,2 baths,3,3,"[""Hot water kettle"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Window AC unit"", ""Exterior security cameras on property"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Single oven"", ""Coffee maker: Keurig coffee machine"", ""Microwave"", ""Long term stays allowed"", ""Free street parking"", ""Pets allowed"", ""Washer"", ""Toaster"", ""Smoke alarm"", ""TV"", ""Electric stove"", ""Cooking basics"", ""Freezer""]",$125.00,10,365,10,10,365,365,10.0,365.0,,t,0,5,35,310,2025-10-27,1,1,0,11,0,20,2500,2025-04-30,2025-04-30,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.17
1024714478293737569,https://www.airbnb.com/rooms/1024714478293737569,20251027142502,2025-10-27,city scrape,Remodeling Means Great Deal 4 U,"This listing is for one bedroom in a 1200sqft, two-bedroom apartment that comes fully-furnished and features a brand new kitchen and bathroom, refinished hardwood floors and original gumwood trim, living room, dining room, and a large front porch.<br /><br />This apartment is currently on the tail-end of a full renovation. While we finish up a few odds and ends, we're offering a great deal on this listing!",An up-and-coming urban neighborhood with many amenities within walking distance and easy access to two bus lines.,https://a0.muscache.com/pictures/miso/Hosting-1024603557718911985/original/640c935b-ebbf-4e15-be5d-16fb2e3a0395.jpeg,337741,https://www.airbnb.com/users/show/337741,Joseph,2011-01-06,"Rochester, NY","Coming from all ages and walks of life, RocHostel spans eight spacious houses (all clustered together) and consists of 20 full-time residents, two cats, and a bunny rabbit- all passionate about sustainability, social justice, community-building, and making the world a better place in general.  We have a large and continually expanding garden, are active in our community, organize various events throughout the month, and operate RocHostel where we provide guests like you with budget-friendly accommodations and help them to make the most out of their visits to Rochester.  If you're looking for a laidback, low-key, social place to stay, you've found it!",within a day,80%,76%,f,https://a0.muscache.com/im/users/337741/profile_pic/1340285067/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/337741/profile_pic/1340285067/original.jpg?aki_policy=profile_x_medium,Beechwood,24,43,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.16764,-77.5671,Private room in rental unit,Private room,3,1.0,1 bath,1,2,"[""Heating"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Conditioner"", ""Shampoo"", ""Dining table"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Essentials"", ""Hangers"", ""Hair dryer"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Body soap"", ""Smart lock"", ""Washer"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Clothing storage"", ""Stove"", ""Oven"", ""Shower gel"", ""TV"", ""Cooking basics"", ""Freezer""]",$52.00,1,25,1,1,25,25,1.0,25.0,,t,0,25,55,235,2025-10-27,15,5,0,31,9,30,1560,2023-12-03,2025-08-15,4.4,4.6,4.53,4.93,4.93,4.2,4.53,,f,24,3,21,0,0.65
1024748833485480042,https://www.airbnb.com/rooms/1024748833485480042,20251027142502,2025-10-27,previous scrape,Quiet getaway close to airport - 3bdrm option,"Your family will be close to everything when you stay at this centrally-located place. The house is 5 mins from the airport and 12 mins from the U of R. Kick back and relax in this calm, stylish space. This house will be empty for the months of Jan-Mar. So any bookings during that time will be the entire place. After Mar 2024, the place will be shared.",,https://a0.muscache.com/pictures/hosting/Hosting-1024748833485480042/original/24181e04-5158-4cb8-bc2d-9a97e93ffca9.jpeg,10211755,https://www.airbnb.com/users/show/10211755,Sammy,2013-11-23,"Atlanta, GA","I am a very nice person to get to know. I am the first in my family to graduate High School, Undergrad and Grad School. I am in the Army National Guard and I love to have fun with friends and in life. I love being an Airbnb host.",within an hour,100%,53%,f,https://a0.muscache.com/im/pictures/user/User-10211755/original/137f3a6a-2b6e-4fbf-8168-09e8fa63fe93.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-10211755/original/137f3a6a-2b6e-4fbf-8168-09e8fa63fe93.jpeg?aki_policy=profile_x_medium,United Neighbors Together,8,16,"['email', 'phone']",t,t,,NW,,43.155114,-77.652934,Private room in home,Private room,5,,1 private bath,3,,"[""Heating"", ""Kitchen"", ""Wifi"", ""Exterior security cameras on property"", ""Fire pit"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""First aid kit"", ""Self check-in"", ""Pets allowed"", ""Smart lock"", ""Washer"", ""Iron"", ""Smoke alarm"", ""TV"", ""Cooking basics"", ""Smoking allowed""]",,30,365,30,30,1125,1125,30.0,1125.0,,t,0,0,0,56,2025-10-27,1,0,0,0,1,0,,2024-04-08,2024-04-08,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,t,4,0,4,0,0.05
1024760376071713468,https://www.airbnb.com/rooms/1024760376071713468,20251027142502,2025-10-27,city scrape,1bdrm option - central and cozy,"Kick back and relax in this calm, stylish space.",,https://a0.muscache.com/pictures/hosting/Hosting-1024748833485480042/original/45d522ec-d65a-4c11-81de-30769b6db2c4.jpeg,10211755,https://www.airbnb.com/users/show/10211755,Sammy,2013-11-23,"Atlanta, GA","I am a very nice person to get to know. I am the first in my family to graduate High School, Undergrad and Grad School. I am in the Army National Guard and I love to have fun with friends and in life. I love being an Airbnb host.",within an hour,100%,53%,f,https://a0.muscache.com/im/pictures/user/User-10211755/original/137f3a6a-2b6e-4fbf-8168-09e8fa63fe93.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-10211755/original/137f3a6a-2b6e-4fbf-8168-09e8fa63fe93.jpeg?aki_policy=profile_x_medium,United Neighbors Together,8,16,"['email', 'phone']",t,t,,NW,,43.15481,-77.652,Private room in home,Private room,1,1.0,1 private bath,1,1,"[""Luggage dropoff allowed"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Fire pit"", ""Central heating"", ""Air conditioning"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""First aid kit"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Samsung Airfryer stainless steel single oven"", ""Smart lock"", ""Washer"", ""Iron"", ""Smoke alarm"", ""TV"", ""Cooking basics"", ""Smoking allowed""]",$77.00,30,365,1,30,1125,1125,29.9,1125.0,,t,0,0,0,247,2025-10-27,2,1,0,0,0,60,4620,2023-11-27,2025-06-30,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,t,4,0,4,0,0.09
1024842432343706742,https://www.airbnb.com/rooms/1024842432343706742,20251027142502,2025-10-27,city scrape,Suite on Strath | Fireplace + Seasonal Decor,"Welcome to the Suite on Strath! A few homes down from one of Rochester's finest hotels, The Strathallan Hotel.  Enter through your own private entrance to a beautiful city victorian apartment with high 9ft. ceilings.  Cozy up on the comfy couch and watch TV while the ambient fireplace is on.  Pull back the covers to your KING bed and wake up to the coffee bar in the kitchen. A beautiful safe location in the heart of the city! Perfect for a romantic night out!",Located in The Neighborhood of the Arts!<br /><br />Best Restaurants:<br />Carnegie Cellars Wine Bar<br />Goodluck<br />The Gate House <br /><br />Hotel close by:<br />The Strathallan Hotel (2 minute walk).<br /><br />Activities close by and walking distance:<br />Rochester Museum and Science Center<br />Artwalk<br />Rochester Museum of Play (0.8 miles),https://a0.muscache.com/pictures/miso/Hosting-1024842432343706742/original/cbd69ed4-3e85-4519-9547-94c3381b0feb.jpeg,167284868,https://www.airbnb.com/users/show/167284868,Morgan,2018-01-11,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/bd0ebbfe-571d-4fa0-b8bb-7059c4188aba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/bd0ebbfe-571d-4fa0-b8bb-7059c4188aba.jpeg?aki_policy=profile_x_medium,East Avenue,3,3,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.1566,-77.58806,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Conditioner"", ""Shampoo"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Lockbox"", ""Indoor fireplace"", ""Essentials"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Room-darkening shades"", ""First aid kit"", ""Hair dryer"", ""Self check-in"", ""Pets allowed"", ""Body soap"", ""Safe"", ""Coffee maker"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""TV"", ""Cooking basics""]",$137.00,1,27,1,1,27,27,1.0,27.0,,t,23,48,78,258,2025-10-27,191,109,8,54,92,255,34935,2023-12-07,2025-10-20,4.92,4.94,4.92,4.96,4.94,4.94,4.9,,f,2,2,0,0,8.29
1024860153634134837,https://www.airbnb.com/rooms/1024860153634134837,20251027142502,2025-10-27,city scrape,"Entire 2.5 BDR Apt, Short & Long Terms","Two BDRM, office, LR, Ktch, BA apartment located on a second level of a duplex. Furnished with fully functional kitchen for up to 1-year term lease stay. Clean & spacious in a peaceful and beautiful Charlotte area. Enjoy beach, lake and a walk at Turning Point park. Close to all 4 major Hospitals and downtown. Near bus stop.  Off-street parking. Perfect for a working professional or a vacation traveler. Family friendly. Hi- speed Internet, Wi-Fi, W/D available. No group parties acceptable.","Beautiful & historic Charlotte area located in Northern part of Rochester NY. Near Ontario Beach Park, Seabreeze amusement Park and picturesque Turning Point Park. Walking distance to the library. Within minutes to 3 major grocery stores. Easy to walk neighborhood with sidewalks on both sides.",https://a0.muscache.com/pictures/miso/Hosting-1024860153634134837/original/019dae00-5fc0-4f72-ae49-ad637fb01726.jpeg,546548943,https://www.airbnb.com/users/show/546548943,Nina,2023-11-14,"Rochester, NY","",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/User-546548943/original/a4c9ab67-8708-44f0-bcc9-48f270b1d06b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-546548943/original/a4c9ab67-8708-44f0-bcc9-48f270b1d06b.jpeg?aki_policy=profile_x_medium,Charlotte,1,1,"['email', 'phone']",t,t,Neighborhood highlights,NW,,43.23236,-77.62392,Entire townhouse,Entire home/apt,4,1.0,1 bath,2,2,"[""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Conditioner"", ""Wine glasses"", ""Dining table"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Bathtub"", ""Central heating"", ""Air conditioning"", ""Free parking on premises"", ""Dedicated workspace"", ""Hangers"", ""Single oven"", ""Microwave"", ""Long term stays allowed"", ""Washer"", ""Toaster"", ""Iron"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""TV"", ""Electric stove"", ""Cooking basics"", ""Freezer""]",$118.00,7,365,7,7,365,365,7.0,365.0,,t,17,47,77,77,2025-10-27,0,0,0,53,0,0,0,,,,,,,,,,,f,1,1,0,0,
1025519501649098001,https://www.airbnb.com/rooms/1025519501649098001,20251027142502,2025-10-27,city scrape,Spacious Park Ave Escape,"Newly renovated, spacious and private one bedroom, one bathroom, first floor apartment that is conveniently located on Culver Rd by 490 in historic Park Ave. Stylishly and calmingly decorated, the large living room/bedroom area includes a wall mounted, pull-out swivel tv above the fireplace nook. Original 1920’s architecture and craftsmanship are prevalent and showcased, including the original dining room pocket doors. Modern amenities include a dishwasher, on site coin op washer and dryer.",,https://a0.muscache.com/pictures/hosting/Hosting-1025519501649098001/original/e82e246a-2596-4bdf-8d98-4433ea1f24c9.jpeg,81663258,https://www.airbnb.com/users/show/81663258,James,2016-07-04,"Rochester, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/addb0ad9-9ee1-4ab8-896b-7793da305c43.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/addb0ad9-9ee1-4ab8-896b-7793da305c43.jpg?aki_policy=profile_x_medium,Park Avenue,2,3,"['email', 'phone']",t,t,,E,,43.1431,-77.57618,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Coffee"", ""Kitchen"", ""Wifi"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: closet"", ""Ceiling fan"", ""Conditioner"", ""Shampoo"", ""Wine glasses"", ""Dining table"", ""Refrigerator"", ""Hot water"", ""Carbon monoxide alarm"", ""Paid washer \u2013 In building"", ""Bed linens"", ""Extra pillows and blankets"", ""Bathtub"", ""Central heating"", ""Air conditioning"", ""Baking sheet"", ""Paid dryer \u2013 In building"", ""Indoor fireplace"", ""Essentials"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Dishwasher"", ""Microwave"", ""Self check-in"", ""Sound system"", ""Long term stays allowed"", ""Free street parking"", ""Body soap"", ""Smart lock"", ""Portable fans"", ""Toaster"", ""Smoke alarm"", ""Housekeeping available 1 day a week - available at extra cost"", ""Oven"", ""TV"", ""Electric stove"", ""Cooking basics"", ""Freezer""]",$97.00,2,365,1,2,365,365,1.9,365.0,,t,0,0,10,283,2025-10-27,55,22,0,0,34,132,12804,2023-12-17,2025-08-18,4.85,4.89,4.95,4.98,4.95,4.75,4.8,,f,2,2,0,0,2.42
1026691447210184316,https://www.airbnb.com/rooms/1026691447210184316,20251027142502,2025-10-27,city scrape,Light-filled Spacious 1 Bedroom,Walk blocks through tree-lined streets to Park Avenue and and Museums and Galleries,"Wonderful walkable neighborhood to George Eastman House, nearby Galleries and Museums, Park Avenue's many restaurants, shops and bars.",https://a0.muscache.com/pictures/miso/Hosting-1026691447210184316/original/0bd156a9-e918-46bd-90e3-ffac80525888.jpeg,93432203,https://www.airbnb.com/users/show/93432203,Gail,2016-09-04,"Rochester, NY","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/0a4d9a16-342c-48cc-896f-9a0fd5c00392.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a4d9a16-342c-48cc-896f-9a0fd5c00392.jpg?aki_policy=profile_x_medium,East Avenue,5,5,"['email', 'phone']",t,t,Neighborhood highlights,E,,43.1506515,-77.58213549999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Free parking on premises"", ""Fire extinguisher"", ""Washer"", ""Kitchen"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm""]",$135.00,3,730,3,3,730,730,3.0,730.0,,t,6,18,33,284,2025-10-27,15,11,0,18,4,66,8910,2024-04-09,2025-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,5,5,0,0,0.79
